EventId,EventTemplate
E95,<*>-<*>-<*> <*>:<*>:<*>.<*> ksfetch[<*>/<*>] [lvl=<*>] main() ksfetch done fetching.
E96,<*>-<*>-<*> <*>:<*>:<*>.<*> ksfetch[<*>/<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*>> { URL: <*> }) to folder:<*>
E97,<*>-<*>-<*> <*>:<*>:<*>.<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification
E98,<*>-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.
E99,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*>.<*> <*> to complete, <*> reads >= <*> sec."
E100,<<<< MediaValidator >>>> mv_<*>: Unrecognized codec <*>.(null). Failed codec specific check.
E101,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>
E102,<IMMacNotificationCenterManager: <*>>:    NC Disabled: NO
E103,<IMMacNotificationCenterManager: <*>>:   DND Enabled: NO
E104,<IMMacNotificationCenterManager: <*>>:   DND Enabled: YES
E105,<IMMacNotificationCenterManager: <*>>: notification observer: com.apple.FaceTime   notification: __CFNotification <*> {name = _NSDoNotDisturbEnabledNotification}
E106,<IMMacNotificationCenterManager: <*>>: Updating enabled: NO   (Topics: ( ))
E107,<IMMacNotificationCenterManager: <*>>: Updating enabled: YES   (Topics: (<*>))
E108,after trim url = https://www.google.com/_/chrome/newtab?rlz=<*>_<*>&espv=<*>&ie=UTF-<*>
E109,AirPort: Link Down on awdl0. Reason <*> (Unspecified).
E110,AirPort: Link Down on en0. Reason <*> (Disassociated because station leaving).
E111,AirPort: Link Up on awdl0
E112,AirPort: Link Up on en0
E113,AppleActuatorDevice::start Entered
E114,AppleActuatorDevice::stop Entered
E115,AppleActuatorDeviceUserClient::start Entered
E116,AppleActuatorDeviceUserClient::stop Entered
E117,AppleActuatorHIDEventDriver: message service is terminated
E118,AppleActuatorHIDEventDriver: stop
E119,AppleCamIn::handleWakeEvent_gated
E120,AppleCamIn::systemWakeCall - messageType = <*>
E121,AppleCamIn::wakeEventHandlerThread
E122,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds
E123,"arp_client_transmit(<*>) failed, Network is down (<*>)"
E124,ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[disable]
E125,ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[enable]
E126,ARPT: <*>.<*>: AirPort_<*>::powerChange: System Sleep
E127,ARPT: <*>.<*>: AirPort_<*>::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake
E128,ARPT: <*>.<*>: AirPort_<*>::syncPowerState: WWEN[enabled]
E129,ARPT: <*>.<*>: AQM agg params <*> maxlen hi/lo <*> <*> minlen <*> adjlen <*>
E130,ARPT: <*>.<*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(<*>-<*>) <*>
E131,ARPT: <*>.<*>: ARPT: Wake Reason: Wake on Scan offload
E132,ARPT: <*>.<*>: ARPT: Wake Reason: Wake on TCP Timeout
E133,ARPT: <*>.<*>: framerdy <*> bmccmd <*> framecnt <*>
E134,"ARPT: <*>.<*>: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': <*>,"
E135,"ARPT: <*>.<*>: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': <*>,"
E136,"ARPT: <*>.<*>: IOPMPowerSource Information: onSleep,  SleepType: Standby,  'ExternalConnected': No, 'TimeRemaining': <*>,"
E137,"ARPT: <*>.<*>: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': <*>,"
E138,"ARPT: <*>.<*>: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': <*>,"
E139,ARPT: <*>.<*>: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.
E140,"ARPT: <*>.<*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs"
E141,ARPT: <*>.<*>: wl0: MDNS: IPV4 Addr: <*>
E142,ARPT: <*>.<*>: wl0: MDNS: IPV6 Addr: <*>
E143,"ARPT: <*>.<*>: wl0: Roamed or switched channel, reason #<*>, bssid <*>:<*>:<*><*>:<*>, last RSSI <*>"
E144,"ARPT: <*>.<*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>"
E145,ARPT: <*>.<*>: wl0: setup_keepalive: Local IP: <*>
E146,"ARPT: <*>.<*>: wl0: setup_keepalive: Local port: <*>, Remote port: <*>"
E147,ARPT: <*>.<*>: wl0: setup_keepalive: Remote IP: <*>
E148,"ARPT: <*>.<*>: wl0: setup_keepalive: Seq: <*>, Ack: <*>, Win size: <*>"
E149,"ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>"
E150,"ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>"
E151,ARPT: <*>.<*>: wlc_dump_aggfifo:
E152,"Arranged view frame: {{<*>, <*>}, {<*>, <*>}}"
E153,ASL Sender Statistics
E154,assertion failed: <*> [<*>-<*>-<*>-<*>-<*>]: <*>
E155,ASSERTION FAILED: dvcAddrRef != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>
E156,"bitmap_size <*>, previewSize <*>, writing <*> pages @ <*>"
E157,Bluetooth -- LE is supported - Disable LE meta event
E158,"booter start at <*> ms smc <*> ms, [<*>, <*>, <*>] total <*> ms, dsply <*>, <*> ms, tramp <*> ms"
E159,BuildActDeviceEntry enter
E160,BuildActDeviceEntry exit
E161,button report: <*>
E162,Captive: [CNInfoNetworkActive:<*>] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive)
E163,Captive: CNPluginHandler en0: Authenticated
E164,Captive: CNPluginHandler en0: Evaluating
E165,Captive: CNPluginHandler en0: Inactive
E166,"CCDataTap::profileRemoved, Owner: <*>, Name: <*>"
E167,CCFile::captureLog
E168,"CCFile::captureLog Received Capture notice id: <*>, reason = RoamFail:sts:<NUM>_rsn:<NUM>"
E169,"CCFile::captureLog Received Capture notice id: <*>, reason = AssocFail:sts:<NUM>_rsn:<NUM>"
E170,"CCFile::captureLog Received Capture notice id: <*>, reason = DeauthInd:sts:<NUM>_rsn:<NUM>"
E171,"CCFile::captureLog Received Capture notice id: <*>, reason = AuthFail:sts:<NUM>_rsn:<NUM>"
E172,"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, Current File [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>"
E173,CCFile::captureLogRun() Exiting CCFile::captureLogRun
E174,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>"
E175,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>
E176,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions
E177,"CCLogTap::profileRemoved, Owner: com.apple.iokit.<*>, Name: <*>"
E178,CCProfileMonitor::freeResources done
E179,CCProfileMonitor::setStreamEventHandler
E180,CCXPCService::setStreamEventHandler Registered for notification callback.
E181,Central manager is not powered on
E182,CFNetwork SSLHandshake failed (<*>)
E183,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data"
E184,CGXDisplayDidWakeNotification [<*>]: posting kCGSDisplayDidWake
E185,Checking iCDP status for DSID <*> (checkWithServer=<*>)
E186,ChromeExistion main isUndetectWithCommand = <*>
E187,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}"
E188,Cocoa scripting error for '<*>': four character codes must be four characters long.
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring."
E190,"Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database."
E191,"Configuration Notice: ASL Module ""com.apple.authkit.osx.asl"" sharing output destination ""/var/log/Accounts"" with ASL Module ""com.apple.Accounts"". Output parameters from ASL Module ""com.apple.Accounts"" override any specified in ASL Module ""com.apple.authkit.osx.asl""."
E192,CoreAnimation: timed out fence <*>
E193,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=<*> in environment to log backtraces."
E194,could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>
E195,Could not get event name for stream/token: com.apple.xpc.activity/<*>: <*>: Request for stale data
E196,Daemon connection invalidated!
E197,"DB Error: <*> ""no such table: tb_<*>_<*>"""
E198,DB Path: <*>
E199,"device_generate_desktop_screenshot: authw <*>(<*>), shield <*>(<*>)"
E200,"device_generate_lock_screen_screenshot: authw <*>(<*>)[<*>, <*>, <*>, <*>] shield <*>(<*>), dev [<*>,<*>]"
E201,did discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>
E202,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:<*> Err:<*> Errno:<*> Operation not permitted
E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>
E204,doSaveChannels@<*>: Will write to: <*>
E205,efi pagecount <*>
E206,en0: <*>.<*> country code set to '<*>'.
E207,en0: BSSID changed to <*>
E208,en0: channel changed to <*>
E209,en0: manual intervention required!
E210,en0: Supported channels <*>
E211,enabling pid=<*> for plug-in com.apple.ncplugin.weather(<*>.<*>) <*>-<*>-<*>-<*>-<*> <*>
E212,Error in CoreDragRemoveReceiveHandler: <*>
E213,Error in CoreDragRemoveTrackingHandler: <*>
E214,Error returned from iconservicesagent: (null)
E215,extension com.apple.ncplugin.WorldClock -> (null)
E216,FA||Url||taskID[<*>] dealloc
E217,Failed to connect (titleField) outlet from (MMSessionPickerChoosenRowView) to (NSTextField): missing setter or instance variable
E218,Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable
E219,Failed to stop a scan - central is not powered on: <*>
E220,full wake promotion (reason <*>) <*> ms
E221,full wake request (reason <*>) <*> ms
E222,"Google Chrome He[<*>] triggered unnest of range <*>-><*> of DYLD shared region in VM map <*>. While not abnormal for debuggers, this increases system memory footprint until the target exits."
E223,Got an XPC error: Connection invalid
E224,handle_will_sleep_auth_and_shield_windows: Reordering authw <*>(<*>) (lock state: <*>)
E225,hciControllerOnline; HID devices? <*>
E226,hibernate image path: <*>
E227,"hibernate_alloc_pages act <*>, inact <*>, anon <*>, throt <*>, spec <*>, wire <*>, wireinit <*>"
E228,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages
E229,"hibernate_machine_init pagesDone <*> sum2 <*>, time: <*> ms, disk(<*>) <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s"
E230,hibernate_machine_init reading
E231,"hibernate_machine_init: state <*>, image pages <*>, sum was <*>, imageSize <*>, image1Size <*>, conflictCount <*>, nextFree <*>"
E232,"hibernate_newruntime_map time: <*> ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled <*>"
E233,hibernate_page_list_setall found pageCount <*>
E234,hibernate_page_list_setall time: <*> ms
E235,hibernate_page_list_setall(preflight <*>) start
E236,hibernate_rebuild completed - took <*> msecs
E237,hibernate_rebuild started
E238,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>
E239,hibernate_setup(<*>) took <*> ms
E240,hibernate_teardown completed - discarded <*>
E241,"hibernate_teardown: wired_pages <*>, free_pages <*>, active_pages <*>, inactive_pages <*>, speculative_pages <*>, cleaned_pages <*>, compressor_pages <*>"
E242,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>
E243,host connection <NSXPCConnection: <*>> connection from pid <*> invalidated
E244,Host controller terminated
E245,"hostControllerOnline - Number of Paired devices = <*>, List of Paired devices = ( ""<*>-<*>-<*>-<*>-<*>-<*>"" )"
E246,INIT -- Host controller is published
E247,Internal name did not resolve to internal address!
